room_type_reserved,required_car_parking_space,market_segment_type,type_of_meal_plan,lead_time,no_of_special_requests,avg_price_per_room,no_of_week_nights,no_of_adults,no_of_weekend_nights,no_of_children,no_of_previous_bookings_not_canceled,no_of_previous_cancellations,booking_status
3,0,4,0,67,1,168.3,0,3,1,0,0,0,0
3,0,4,0,47,1,97.82,3,2,2,0,0,0,1
0,0,4,1,320,1,115.0,2,2,0,0,0,0,0
5,0,4,0,57,1,135.99,5,2,2,0,0,0,1
0,0,3,0,62,0,75.0,2,2,1,0,0,0,1
3,0,3,0,62,0,63.3,2,2,2,0,0,0,1
0,0,4,0,168,0,105.3,1,2,1,0,0,0,0
0,0,4,0,85,1,119.85,3,2,1,0,0,0,1
3,0,0,0,3,0,95.0,1,1,0,0,0,0,0
0,0,4,3,77,2,79.2,2,2,0,0,0,0,1
0,0,0,0,0,0,95.0,3,1,1,0,0,0,1
0,0,3,0,78,0,75.0,4,2,0,0,0,0,1
0,0,4,0,77,1,80.3,2,2,1,0,0,0,1
0,0,4,3,13,1,99.0,0,1,2,0,0,0,1
1,0,4,0,7,1,85.96,2,0,2,2,0,0,0
0,0,4,0,47,1,103.05,3,2,1,0,0,0,1
0,0,3,0,14,0,100.0,2,2,0,0,0,0,1
0,0,2,0,17,0,65.0,1,1,0,0,1,0,1
0,0,3,1,145,0,94.5,1,2,2,0,0,0,1
6,0,4,0,116,1,202.74,1,2,0,2,0,0,0
3,0,4,0,1,0,146.0,1,2,0,0,0,0,1
5,0,4,0,9,0,221.0,4,2,0,2,0,0,0
0,0,4,0,45,1,93.6,2,2,0,0,0,0,1
0,0,4,0,66,1,135.0,3,2,0,1,0,0,0
0,0,4,3,2,0,95.0,2,2,0,0,0,0,1
0,0,4,0,74,0,126.9,1,2,0,0,0,0,1
0,0,3,0,29,0,66.0,4,2,0,0,0,0,1
0,0,4,0,180,0,49.74,5,1,2,0,0,0,0
0,0,4,0,103,0,134.1,1,2,1,1,0,0,0
0,0,4,1,35,0,171.45,1,2,2,1,0,0,0
3,0,4,0,56,0,139.5,4,2,1,0,0,0,0
0,0,3,3,27,0,64.8,1,1,0,0,0,0,1
0,1,4,0,1,0,107.0,1,2,0,0,0,0,1
0,0,4,3,4,2,88.26,4,2,0,0,0,0,1
0,0,4,0,166,1,114.3,3,2,0,0,0,0,0
0,0,4,0,259,0,65.49,7,2,3,0,0,0,0
0,0,4,0,63,3,88.4,4,2,1,0,0,0,1
0,0,3,0,113,1,82.0,3,3,0,0,0,0,1
0,0,4,3,191,0,98.1,4,2,1,0,0,0,0
0,0,4,0,2,0,93.0,1,2,0,0,0,0,1
0,0,2,0,20,0,65.0,2,1,0,0,0,0,0
3,0,4,0,69,0,107.95,2,2,2,0,0,0,1
5,0,4,1,5,0,254.0,3,2,2,2,0,0,0
0,0,2,0,5,0,66.0,1,1,0,0,0,0,1
0,0,4,0,72,1,89.25,4,2,0,0,0,0,1
5,0,4,0,62,2,167.79,3,2,2,2,0,0,1
0,0,2,0,3,0,65.0,0,1,1,0,0,0,0
3,0,4,0,77,0,107.95,2,2,2,0,0,0,0
0,0,3,1,39,0,87.0,2,1,0,0,0,0,1
5,0,4,0,46,2,207.9,1,2,2,2,0,0,1
0,0,4,0,48,1,93.5,3,2,2,0,0,0,1
0,0,4,0,41,1,105.3,3,2,1,0,0,0,1
0,0,4,0,114,2,76.5,2,2,1,0,0,0,1
3,0,4,0,40,1,96.91,4,2,0,0,0,0,1
3,0,4,0,49,0,158.4,3,3,1,0,0,0,1
0,0,4,0,149,1,90.0,1,2,1,0,0,0,1
0,0,4,3,295,1,79.5,3,2,0,0,0,0,0
0,0,4,1,210,0,86.0,3,2,1,0,0,0,0
0,0,4,0,30,0,77.5,2,1,0,0,0,0,1
0,0,4,3,61,1,79.2,3,2,0,0,0,0,1
3,0,3,0,115,0,90.95,3,2,1,0,0,0,1
3,0,4,0,49,1,101.51,5,2,2,0,0,0,1
1,0,4,0,97,2,68.65,2,2,1,0,0,0,1
0,0,4,3,72,0,107.1,1,2,0,0,0,0,0
0,1,4,0,96,1,96.3,2,2,1,0,0,0,1
0,0,4,3,161,1,97.75,3,2,1,0,0,0,0
0,0,4,0,31,1,125.1,1,2,0,0,0,0,1
3,0,4,0,55,0,137.7,1,3,0,0,0,0,0
0,0,4,3,6,0,49.59,3,1,1,0,0,0,1
5,0,1,0,7,2,0.0,2,2,1,2,0,0,1
0,0,3,0,54,0,75.0,3,2,0,0,0,0,1
0,0,3,0,116,0,61.0,2,1,2,0,0,0,0
0,0,4,3,1,1,97.0,3,2,0,0,0,0,1
0,0,4,0,11,1,90.33,1,2,2,0,0,0,1
0,0,4,0,32,1,135.9,2,2,2,0,0,0,1
2,0,3,0,66,0,65.0,2,1,1,0,0,0,1
0,0,2,0,86,0,65.0,0,1,1,0,5,0,1
0,0,2,0,0,1,65.0,3,1,0,0,3,0,1
0,0,4,0,1,0,124.0,1,1,0,0,0,0,1
3,0,4,0,56,1,194.5,0,3,2,0,0,0,0
0,0,3,0,269,0,70.0,3,1,2,0,0,0,1
3,0,4,0,184,0,122.4,3,2,0,1,0,0,0
0,0,4,3,128,0,79.2,1,2,1,0,0,0,0
0,0,4,0,22,0,135.0,1,1,0,0,0,0,0
3,0,4,0,35,1,138.38,4,3,0,0,0,0,1
3,0,4,0,33,0,140.4,3,2,2,0,0,0,1
0,0,4,0,45,0,79.8,1,2,1,0,0,0,1
0,0,3,0,174,0,70.0,1,2,1,0,0,0,0
3,0,4,0,54,0,132.6,3,2,2,0,0,0,0
0,0,4,3,46,2,125.1,1,2,0,0,0,0,1
0,0,0,0,21,0,95.0,8,1,3,0,0,0,1
0,0,4,3,6,1,97.79,3,2,2,0,0,0,1
0,0,4,0,52,1,99.9,3,2,1,0,0,0,1
0,0,4,3,0,0,89.0,1,1,0,0,0,0,1
0,0,4,3,25,1,114.0,1,2,2,0,0,0,1
0,0,3,0,2,0,100.0,1,1,0,0,0,0,1
0,0,3,0,69,0,71.4,1,2,0,0,0,0,1
3,0,4,0,6,0,145.9,3,2,1,1,0,0,0
0,0,4,0,117,2,126.31,3,2,2,0,0,0,1
0,0,4,0,129,0,114.3,4,2,2,0,0,0,0
3,0,4,1,46,0,149.4,3,2,1,0,0,0,1
0,0,4,0,82,0,96.3,0,2,1,0,0,0,0
0,0,4,0,42,1,94.5,3,2,0,0,0,0,1
3,0,4,0,110,2,119.0,3,3,2,0,0,0,0
0,0,4,3,2,2,89.0,2,2,2,0,0,0,1
0,0,4,0,9,1,67.22,2,1,0,0,0,0,1
0,0,4,0,124,0,87.55,3,2,1,0,0,0,0
0,0,4,0,8,1,171.0,0,2,1,1,0,0,1
0,0,4,0,6,1,109.0,3,2,1,1,0,0,0
0,0,4,0,42,1,97.02,1,2,2,0,0,0,1
3,0,4,0,101,2,140.4,3,2,0,0,0,0,1
0,0,4,0,18,2,87.0,4,2,0,0,0,0,1
1,0,4,0,46,1,105.5,3,2,0,0,0,0,1
0,0,4,0,0,0,138.0,1,1,0,0,0,0,1
0,0,4,3,2,0,133.0,2,2,0,0,0,0,1
0,1,4,0,15,1,113.5,2,2,2,0,0,0,1
3,0,4,0,46,0,140.4,1,2,1,0,0,0,1
0,0,3,0,41,0,80.75,2,2,2,0,0,0,1
0,0,4,0,85,0,71.0,4,2,1,0,0,0,1
0,0,4,0,3,3,90.0,0,2,1,1,0,0,1
3,1,4,0,62,2,124.5,2,2,1,0,0,0,1
3,0,4,0,7,2,215.0,1,3,0,0,0,0,1
0,0,4,1,247,1,0.0,0,2,0,0,0,0,1
0,0,4,3,6,1,138.57,5,2,2,0,0,0,1
0,0,4,0,112,1,94.81,3,2,0,0,0,0,1
0,1,2,0,32,0,67.0,1,1,1,0,11,1,1
3,0,4,0,11,2,182.0,2,3,0,0,0,0,1
0,0,4,0,143,1,120.0,2,2,1,0,0,0,1
0,0,4,0,70,1,96.3,2,2,1,0,0,0,1
0,0,4,0,102,2,85.0,3,2,2,0,0,0,0
0,0,4,3,2,0,127.0,1,2,0,0,0,0,1
3,0,4,0,37,1,158.4,1,3,2,0,0,0,1
0,0,4,1,4,0,164.0,2,2,0,0,0,0,0
0,0,4,0,37,1,92.31,9,1,4,0,0,0,0
0,0,2,0,2,0,65.0,1,1,0,0,3,0,1
3,0,3,0,41,2,75.0,3,2,2,1,0,0,1
0,0,4,3,66,1,108.0,2,2,2,0,0,0,0
0,0,4,0,44,1,103.05,2,2,0,0,0,0,0
0,0,3,0,14,1,102.0,3,3,0,0,0,0,1
3,0,4,0,26,1,118.07,3,2,0,0,0,0,1
3,0,4,1,195,0,147.0,5,2,1,0,0,0,0
0,0,4,0,6,0,125.0,3,1,0,0,0,0,0
0,0,4,0,41,0,103.05,2,2,0,0,0,0,1
0,0,4,0,42,0,113.6,2,2,2,1,0,0,0
0,1,4,0,8,0,89.2,4,2,2,0,0,0,1
0,0,4,0,76,1,159.3,3,2,0,0,0,0,1
0,0,4,3,26,1,119.0,3,2,2,0,0,0,0
0,0,3,1,96,0,94.5,1,2,2,0,0,0,0
0,0,4,0,80,0,81.9,0,1,2,0,0,0,0
0,0,3,3,18,0,76.8,1,2,0,0,0,0,1
0,0,3,0,19,0,75.0,1,1,0,0,0,0,1
0,0,4,3,4,2,81.0,1,2,0,0,0,0,1
0,0,3,0,0,0,70.0,3,2,0,0,0,0,1
0,0,2,0,6,0,89.0,0,1,1,0,1,0,1
0,0,4,0,7,0,134.0,1,1,1,0,0,0,1
3,0,3,0,45,0,48.67,3,2,0,0,0,0,1
0,0,4,3,140,0,116.1,2,2,0,0,0,0,0
0,0,2,0,2,1,40.0,3,2,0,0,0,0,1
3,0,4,0,4,2,175.0,2,3,0,0,0,0,1
0,0,4,0,96,0,97.88,3,2,1,0,0,0,0
0,0,4,0,64,1,105.3,1,2,1,0,0,0,1
0,0,3,0,103,0,80.0,3,2,0,0,0,0,1
0,0,4,0,13,0,118.0,0,2,2,0,0,0,1
3,0,4,0,58,1,139.5,3,2,0,0,0,0,0
3,0,4,0,63,0,159.3,1,3,0,0,0,0,0
0,0,4,3,19,0,141.5,3,2,1,0,0,0,0
3,0,4,0,37,1,113.65,1,2,0,0,0,0,1
0,0,2,0,8,1,40.0,1,1,0,0,1,0,1
0,0,3,0,84,0,75.34,4,2,1,0,0,0,1
0,0,3,0,56,0,185.0,2,1,2,0,0,0,1
0,1,3,3,1,1,66.0,1,1,2,0,0,0,1
0,0,4,3,98,1,78.35,2,2,2,0,0,0,1
0,0,3,1,131,0,94.5,1,2,2,0,0,0,0
3,0,4,0,58,1,98.6,4,2,0,0,0,0,1
0,0,4,0,18,1,151.0,2,2,0,0,0,0,1
3,0,4,0,98,2,102.56,1,2,2,1,0,0,1
3,0,4,0,148,0,119.69,5,2,2,0,0,0,0
0,0,4,0,53,2,103.7,4,2,0,1,0,0,1
0,0,4,0,128,1,114.3,3,2,1,0,0,0,1
0,0,4,3,4,0,81.0,1,1,1,0,0,0,1
0,0,4,0,104,0,119.7,1,2,2,0,0,0,1
4,0,2,0,227,0,106.0,2,1,1,0,0,0,0
0,0,4,3,35,0,71.1,3,2,1,0,0,0,0
3,0,4,0,26,1,108.58,2,2,2,0,0,0,1
3,0,1,0,0,2,0.0,2,1,0,0,0,0,1
0,0,4,0,8,1,106.25,1,1,0,0,0,0,1
0,0,4,0,8,1,91.38,4,2,0,0,0,0,1
5,0,4,0,136,1,221.3,2,2,0,2,0,0,0
0,0,4,0,105,0,71.4,4,2,0,0,0,0,1
0,0,4,0,97,1,140.5,2,2,0,0,0,0,1
0,0,3,0,60,1,75.0,2,2,2,0,0,0,1
0,0,4,3,0,0,160.0,0,2,1,0,0,0,1
0,0,4,0,58,1,102.15,1,2,1,0,0,0,1
0,0,4,0,11,1,159.0,2,3,0,0,0,0,1
3,0,4,0,12,1,136.0,2,2,1,0,0,0,1
0,0,3,0,104,0,80.75,3,2,2,0,0,0,1
0,0,3,0,4,0,85.0,2,2,0,0,0,0,1
0,0,4,0,29,0,84.65,2,2,0,0,0,0,1
3,0,4,0,114,0,107.95,3,2,1,0,0,0,0
0,0,4,3,46,0,125.1,1,2,0,0,0,0,0
0,0,4,0,100,0,100.0,4,2,0,0,0,0,0
3,0,4,0,86,1,99.3,3,2,0,0,0,0,1
0,0,4,1,2,0,86.32,4,2,2,0,0,0,1
0,0,3,0,103,1,77.29,1,2,2,1,0,0,0
0,1,4,0,2,1,102.0,1,2,0,0,0,0,1
0,0,4,3,40,0,74.8,3,2,1,0,0,0,0
3,0,4,0,50,1,140.4,3,2,0,0,0,0,1
0,0,2,0,0,0,65.0,2,1,0,0,4,1,1
3,0,3,0,132,0,90.95,3,2,2,0,0,0,1
0,0,3,0,221,0,65.0,1,2,2,0,0,0,1
0,0,4,3,1,2,79.5,1,1,0,0,0,0,1
0,0,4,0,56,0,88.23,3,2,1,0,0,0,1
0,0,3,0,59,0,85.5,1,2,2,0,0,0,1
3,0,4,0,60,1,126.0,2,3,1,0,0,0,0
1,0,4,0,5,2,77.25,1,2,0,0,0,0,1
0,1,4,0,1,1,111.0,1,2,0,0,0,0,1
0,0,3,0,21,0,95.0,1,2,0,0,0,0,1
0,0,4,3,35,1,98.1,1,2,0,0,0,0,1
0,0,4,0,1,1,154.0,1,1,2,0,0,0,1
0,0,2,0,0,1,65.0,2,1,1,0,20,2,1
0,0,4,0,5,1,124.0,1,2,0,0,0,0,0
0,0,4,3,8,0,119.0,1,1,0,0,0,0,1
0,0,4,3,63,0,116.1,1,2,0,0,0,0,1
0,0,2,0,6,0,75.0,0,2,1,0,1,0,1
0,0,4,0,19,1,93.0,2,2,1,0,0,0,1
0,0,4,3,68,0,51.09,2,2,2,0,0,0,1
0,0,3,0,14,0,95.0,4,2,2,0,0,0,1
0,0,1,0,0,3,0.0,1,1,0,0,0,0,1
3,0,4,1,2,1,147.46,0,2,2,0,0,0,1
0,0,3,1,63,0,56.0,2,2,0,0,0,0,1
0,0,4,3,37,1,105.33,4,2,1,0,0,0,1
3,0,4,1,4,1,156.0,1,2,0,0,0,0,1
0,0,4,0,50,0,85.5,1,1,0,0,0,0,1
5,0,4,0,5,2,190.0,2,2,0,1,0,0,1
3,0,4,0,3,2,132.6,2,2,1,0,0,0,1
0,0,4,0,28,2,130.0,3,2,0,0,0,0,1
0,0,4,0,28,0,84.0,3,2,0,0,0,0,1
0,1,4,0,5,0,135.0,3,1,1,0,0,0,1
0,0,4,0,39,1,175.08,4,2,1,0,0,0,1
0,0,4,3,169,1,89.25,3,2,1,0,0,0,1
0,0,4,3,120,0,74.8,5,2,2,0,0,0,0
3,0,4,0,127,2,139.95,4,3,0,0,0,0,1
0,0,4,0,172,0,112.32,5,2,2,1,0,0,0
0,0,4,1,5,0,130.13,1,2,0,0,0,0,1
0,0,4,0,58,1,105.3,2,2,0,0,0,0,1
0,0,4,3,28,0,89.0,0,2,2,0,0,0,0
0,0,4,0,56,1,93.6,3,2,0,0,0,0,0
0,0,4,3,113,1,108.0,1,1,0,0,0,0,1
0,0,4,3,7,1,128.0,1,2,0,0,0,0,1
3,0,3,0,35,1,75.0,2,2,1,0,0,0,1
0,0,4,0,37,1,88.39,5,2,2,0,0,0,1
0,0,4,0,179,3,90.9,3,2,1,0,0,0,1
0,1,4,0,12,0,95.0,3,1,1,0,0,0,1
3,0,4,0,11,1,136.0,0,2,2,0,0,0,1
0,0,2,0,0,0,65.0,1,1,0,0,3,1,1
3,0,4,0,27,3,101.43,4,1,2,0,0,0,1
0,0,4,0,14,1,71.6,1,2,0,0,0,0,1
3,0,4,0,106,2,139.95,3,3,1,0,0,0,1
5,0,4,0,80,1,160.65,2,2,2,2,0,0,0
0,0,4,3,143,1,79.2,3,2,0,0,0,0,1
0,0,4,0,24,0,94.33,3,2,0,0,0,0,1
0,0,4,3,11,0,97.0,1,2,0,0,0,0,1
0,0,4,0,10,0,79.3,3,1,1,0,0,0,1
0,0,4,0,140,0,99.45,2,2,2,0,0,0,1
0,0,4,3,63,2,125.1,1,2,1,0,0,0,1
5,0,4,0,101,0,187.85,4,2,0,2,0,0,0
3,0,4,0,70,1,114.0,1,1,1,0,0,0,0
0,0,4,3,142,1,79.2,2,2,0,0,0,0,1
3,0,4,0,34,1,158.4,1,3,2,0,0,0,1
0,0,4,0,67,1,64.67,5,2,0,0,0,0,1
3,0,4,0,166,2,110.37,3,2,1,1,0,0,0
0,0,2,0,41,0,89.0,1,1,0,0,0,0,0
0,0,4,3,1,0,129.0,1,1,0,0,0,0,1
0,0,3,3,0,0,84.0,1,1,0,0,0,0,1
0,0,4,0,197,1,97.02,5,2,2,0,0,0,1
5,1,4,0,1,1,180.0,4,2,0,2,0,0,1
0,0,4,1,17,2,148.38,2,2,2,1,0,0,1
0,0,4,0,30,2,84.55,4,2,0,0,0,0,1
0,0,4,0,115,1,72.25,3,2,0,0,0,0,0
0,0,3,0,28,0,85.0,3,2,0,0,0,0,1
0,0,4,0,80,1,80.3,3,2,0,0,0,0,1
0,0,2,0,0,1,66.0,1,1,1,0,14,0,1
0,0,4,0,175,2,83.01,2,2,2,0,0,0,1
0,0,4,0,187,3,108.9,2,2,1,0,0,0,1
3,0,3,0,141,0,90.95,4,2,2,0,0,0,1
3,0,3,0,140,0,82.45,5,2,0,0,0,0,1
3,0,4,0,16,2,88.8,3,2,1,0,0,0,1
0,0,4,0,9,0,141.0,3,2,0,0,0,0,1
0,0,4,3,199,1,98.1,1,2,1,0,0,0,1
0,0,4,0,15,2,106.33,3,2,0,0,0,0,1
3,0,3,0,82,0,90.95,3,2,0,0,0,0,1
3,0,4,0,16,1,113.67,2,2,1,0,0,0,1
0,0,4,3,66,1,69.3,0,1,1,0,0,0,1
0,0,4,0,176,0,0.0,0,1,0,0,0,0,1
3,0,4,0,95,0,140.4,3,2,0,0,0,0,1
0,0,4,0,5,1,149.0,2,2,0,0,0,0,1
0,0,4,3,90,0,80.75,4,2,0,0,0,0,1
0,0,3,0,150,0,80.0,4,1,1,0,0,0,1
0,0,4,0,247,0,90.95,4,2,0,0,0,0,0
0,0,3,0,67,0,72.25,1,2,1,0,0,0,1
0,0,4,3,54,0,79.2,2,2,1,0,0,0,0
0,0,4,0,228,0,87.9,1,2,2,0,0,0,0
5,1,4,0,41,3,189.9,1,2,1,2,0,0,1
0,0,3,0,72,0,62.38,3,2,1,0,0,0,1
1,0,4,0,97,2,68.79,2,2,1,0,0,0,1
0,0,4,3,73,2,88.0,2,1,0,0,0,0,1
3,0,4,0,27,2,111.33,3,2,0,1,0,0,1
6,0,1,0,2,0,0.0,1,1,0,0,1,0,1
3,0,4,0,232,2,110.7,2,3,1,0,0,0,1
3,0,4,0,9,1,148.5,4,2,0,0,0,0,1
0,0,3,0,0,0,110.0,2,1,0,0,0,0,1
3,0,4,0,55,2,139.5,3,2,0,0,0,0,1
0,0,4,3,5,1,58.88,3,2,1,1,0,0,1
0,0,4,3,37,0,120.0,3,2,0,0,0,0,0
0,0,4,0,290,2,90.95,4,2,1,0,0,0,1
0,0,4,0,85,1,99.9,1,1,1,0,0,0,1
3,0,4,0,47,0,90.3,3,2,0,0,0,0,1
3,0,4,0,11,1,155.0,1,2,0,0,0,0,1
3,0,4,0,46,2,129.6,3,3,0,0,0,0,1
0,0,4,0,72,0,75.82,2,2,2,0,0,0,1
0,0,3,0,6,0,88.0,1,1,1,0,0,0,1
0,0,4,3,67,1,67.5,3,2,0,0,0,0,1
0,0,4,0,6,0,90.0,2,2,1,0,0,0,1
0,0,3,0,125,0,55.0,2,2,2,0,0,0,0
0,0,4,0,0,2,106.0,2,2,0,0,0,0,1
0,0,4,3,208,0,80.75,2,2,2,0,0,0,0
0,1,2,0,0,0,67.0,0,1,1,0,1,0,1
0,0,4,3,4,0,69.5,1,2,0,0,0,0,1
3,0,4,0,148,1,104.4,3,2,0,0,0,0,0
0,0,3,0,64,0,65.0,1,2,2,0,0,0,1
3,0,3,0,55,0,60.0,3,2,2,0,0,0,1
5,0,4,0,22,2,156.7,4,2,0,0,0,0,1
3,0,4,0,49,4,139.5,2,2,0,0,0,0,1
3,0,4,0,5,1,152.0,0,3,2,0,0,0,1
0,0,3,0,182,1,120.0,1,1,0,0,0,0,0
0,1,4,0,15,1,142.6,3,2,2,0,0,0,1
0,0,4,3,17,3,92.91,5,2,2,0,0,0,1
5,0,4,0,98,0,198.9,3,2,0,2,0,0,0
5,0,4,0,21,0,196.0,1,2,1,2,0,0,0
0,0,4,3,32,1,101.03,3,2,1,0,0,0,0
3,0,4,0,60,2,151.2,2,3,2,0,0,0,1
0,0,4,0,5,2,117.67,3,2,0,0,0,0,1
3,0,4,0,53,2,123.3,1,2,1,0,0,0,1
0,0,3,0,28,2,75.0,1,2,0,0,0,0,1
0,0,4,0,37,1,143.1,1,2,0,1,0,0,0
0,0,4,0,5,0,90.0,4,2,1,0,0,0,0
0,0,4,3,14,1,88.0,2,1,1,0,0,0,1
6,0,4,0,3,1,218.72,3,2,0,0,0,0,1
0,0,4,3,153,0,116.1,0,2,2,0,0,0,0
0,0,4,0,4,0,80.0,1,1,0,0,0,0,1
0,0,4,0,100,1,55.96,2,2,0,0,0,0,1
3,0,4,0,188,1,134.4,4,2,2,0,0,0,0
0,0,4,0,2,1,97.54,4,2,0,0,0,0,1
1,0,4,0,107,1,76.5,1,2,0,0,0,0,1
6,0,4,0,52,1,192.59,2,2,1,2,0,0,1
0,0,4,3,125,1,85.5,1,2,0,0,0,0,1
3,0,4,0,12,0,112.42,2,2,1,0,0,0,0
5,0,4,0,18,1,186.5,2,2,0,0,0,0,1
0,0,3,0,208,1,81.0,1,2,0,0,0,0,1
0,0,3,0,68,1,58.0,3,2,2,1,0,0,1
0,0,3,0,83,0,75.0,0,2,2,0,0,0,1
0,0,3,0,233,0,90.0,2,2,1,0,0,0,0
0,0,4,0,130,0,105.3,3,2,0,0,0,0,1
0,0,4,3,95,0,75.1,3,1,0,0,0,0,1
3,0,4,0,189,2,109.77,5,2,2,0,0,0,0
3,0,3,0,152,0,80.39,10,2,4,0,0,0,0
0,0,4,0,88,1,90.9,3,1,0,0,0,0,0
3,0,3,0,24,0,105.0,4,3,1,0,0,0,1
0,0,4,3,262,0,63.75,3,2,1,0,0,0,0
1,0,4,0,43,0,66.43,5,2,0,0,0,0,0
0,0,3,0,42,2,63.0,2,2,0,0,0,0,1
0,0,4,0,175,0,105.3,3,2,0,0,0,0,0
0,0,3,0,76,0,49.07,1,2,2,0,0,0,1
0,0,4,3,157,1,72.15,5,2,2,1,0,0,1
3,0,4,0,56,1,123.3,3,3,0,0,0,0,0
0,0,3,0,18,0,68.0,5,2,2,0,0,0,1
0,0,4,0,72,2,135.9,3,2,0,0,0,0,1
0,0,4,0,280,2,78.3,3,2,0,0,0,0,0
3,0,4,0,18,0,138.0,3,2,2,0,0,0,0
0,0,4,0,1,2,98.0,0,2,2,0,0,0,1
0,0,4,3,144,1,85.5,0,2,2,0,0,0,1
3,0,4,0,51,0,158.0,1,2,0,0,0,0,0
1,0,4,0,45,0,76.77,2,2,2,0,0,0,1
0,0,3,0,25,0,63.58,2,2,2,0,0,0,1
3,0,4,0,24,1,94.86,3,2,2,0,0,0,1
0,0,3,0,41,0,70.0,5,2,1,0,0,0,1
0,0,4,0,80,2,85.5,2,2,1,0,0,0,1
0,0,4,0,15,1,75.5,10,1,4,0,0,0,1
3,0,3,0,43,1,96.3,1,2,2,0,0,0,1
0,0,4,3,0,0,119.0,0,1,2,0,0,0,1
0,0,4,0,12,1,151.0,5,2,2,0,0,0,1
0,0,4,3,13,1,87.78,2,1,1,0,0,0,1
1,1,4,0,131,1,92.83,3,2,2,0,0,0,1
0,0,4,0,54,1,78.3,2,2,0,0,0,0,1
0,0,4,0,39,2,94.5,3,2,1,0,0,0,1
0,0,3,0,150,0,71.6,4,1,1,0,0,0,1
3,0,4,0,132,0,140.27,5,3,2,0,0,0,0
0,0,4,3,97,1,79.2,1,2,1,0,0,0,0
0,0,4,3,3,1,100.5,1,2,1,0,0,0,1
0,0,4,3,46,1,74.8,4,2,0,0,0,0,0
3,0,4,0,11,1,95.48,3,2,0,0,0,0,1
3,0,4,0,179,1,130.05,3,3,2,0,0,0,0
0,0,4,0,77,1,90.95,3,2,1,0,0,0,1
0,0,4,0,139,1,77.03,2,2,1,0,0,0,1
3,0,4,0,147,0,137.7,2,3,1,0,0,0,0
0,0,4,0,9,1,106.26,1,1,0,0,0,0,1
0,0,3,0,126,1,80.75,3,2,0,0,0,0,1
3,0,4,0,31,2,149.4,2,2,2,0,0,0,1
0,0,4,0,34,0,81.0,1,1,2,0,0,0,0
0,0,2,0,0,0,65.0,0,1,1,0,0,0,1
0,0,4,3,23,1,74.8,3,2,1,0,0,0,1
0,0,4,0,16,0,165.67,2,2,1,1,0,0,0
3,0,4,0,23,0,135.0,2,2,2,0,0,0,0
0,0,4,0,119,1,82.87,6,2,2,0,0,0,1
0,0,4,3,79,0,120.6,2,2,2,0,0,0,0
0,0,4,0,230,1,96.3,2,2,1,0,0,0,1
0,0,4,0,0,1,135.0,1,1,0,0,0,0,1
0,0,3,0,14,0,100.0,1,1,0,0,0,0,1
0,0,4,3,163,2,80.1,1,2,0,0,0,0,1
0,0,1,0,12,0,0.0,3,1,0,0,0,0,1
0,1,4,3,90,1,85.5,1,2,0,0,0,0,1
0,0,4,0,147,2,129.6,2,2,2,0,0,0,1
0,0,3,0,42,0,94.5,2,2,0,0,0,0,1
0,0,4,0,8,2,120.0,3,1,0,0,0,1,1
3,0,3,0,47,0,73.8,0,2,1,0,0,0,1
0,0,4,3,34,0,98.1,1,2,2,0,0,0,0
0,1,4,0,111,0,123.3,2,2,0,0,0,0,1
0,0,4,3,64,1,80.1,3,2,0,0,0,0,1
0,1,4,0,103,0,116.38,11,2,4,0,0,0,0
0,0,4,0,11,1,95.33,3,2,0,0,0,0,1
3,0,4,0,91,2,109.29,4,2,1,0,0,0,1
3,0,4,0,132,1,144.9,2,2,0,0,0,0,1
6,0,4,0,18,4,300.0,1,2,1,2,0,0,1
0,0,4,0,159,1,119.85,3,1,0,0,0,0,0
1,0,4,0,184,1,65.29,6,2,2,0,0,0,1
0,0,3,1,117,0,94.5,1,2,2,0,0,0,1
0,0,4,0,168,0,90.95,3,2,1,0,0,0,0
0,1,4,0,31,1,89.3,1,2,0,0,0,0,1
0,1,4,0,10,1,160.0,1,2,1,0,0,0,1
0,0,4,0,69,2,72.25,0,2,1,0,0,0,1
0,0,4,0,7,2,90.0,4,2,0,0,0,0,1
0,0,4,3,5,0,92.25,2,2,2,0,0,0,1
0,0,4,0,74,0,55.24,4,2,1,0,0,0,1
3,0,4,0,28,2,160.3,5,2,0,0,0,0,0
0,0,4,0,138,1,121.5,2,2,1,1,0,0,1
0,0,3,0,13,0,54.75,4,2,0,0,0,0,1
0,0,4,3,1,1,115.0,2,2,0,0,0,0,1
3,0,4,0,103,1,150.3,1,3,2,0,0,0,1
0,0,4,3,13,0,140.0,1,1,0,0,0,0,1
3,0,4,0,8,1,130.0,4,3,0,0,0,0,1
3,1,4,0,178,1,143.7,3,3,0,0,0,0,0
0,0,3,0,74,0,102.68,0,2,2,0,0,0,1
3,0,4,0,45,1,78.54,3,2,1,0,0,0,1
0,0,4,0,168,2,116.55,1,2,1,0,0,0,0
0,0,4,3,14,1,80.0,1,1,0,0,0,0,1
0,0,4,0,4,1,128.59,3,2,1,0,0,0,1
3,0,4,0,110,2,138.55,3,3,1,0,0,0,1
0,0,4,0,61,0,126.9,2,2,1,0,0,0,0
1,0,4,0,116,1,184.24,2,2,2,2,0,0,0
0,0,2,0,18,0,65.0,0,1,1,0,10,0,1
0,0,4,0,69,2,99.45,4,2,0,0,0,0,1
0,0,3,0,143,1,112.0,1,2,2,0,0,0,1
